case_id,case_type,d810,ddserver,session_manager,s10,operating_mode,log_profile,delivery_profile,ordered_events,expected_invariant
PIPE-145,pipeline_combination,usb_reconnect,term_recover,websocket_reconnect,wifi_reconnect,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-146,pipeline_combination,ready,healthy,websocket_reconnect,force_stop_relaunch,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-147,pipeline_combination,standby_wake,restart_during_request,websocket_reconnect,background_resume,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-148,pipeline_combination,power_cycle_recover,restart_during_request,websocket_reconnect,force_stop_relaunch,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-149,pipeline_combination,usb_reconnect,healthy,websocket_reconnect,background_resume,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-150,pipeline_combination,usb_reconnect,healthy,stale_session_repair,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-151,pipeline_combination,power_cycle_recover,term_recover,stable,background_resume,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-152,pipeline_combination,standby_wake,healthy,stable,force_stop_relaunch,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-153,pipeline_combination,power_cycle_recover,restart_during_request,bridge_term_recover,foreground,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-154,pipeline_combination,power_cycle_recover,term_recover,stale_session_repair,background_resume,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-155,pipeline_combination,usb_reconnect,healthy,websocket_reconnect,wifi_reconnect,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-156,pipeline_combination,ready,healthy,stale_session_repair,wifi_reconnect,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-157,pipeline_combination,usb_reconnect,restart_during_request,stable,foreground,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-158,pipeline_combination,usb_reconnect,healthy,bridge_term_recover,foreground,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-159,pipeline_combination,power_cycle_recover,healthy,websocket_reconnect,background_resume,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-160,pipeline_combination,usb_reconnect,term_recover,stale_session_repair,force_stop_relaunch,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-161,pipeline_combination,power_cycle_recover,healthy,stable,background_resume,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-162,pipeline_combination,power_cycle_recover,term_recover,websocket_reconnect,foreground,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-163,pipeline_combination,standby_wake,healthy,websocket_reconnect,background_resume,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-164,pipeline_combination,standby_wake,healthy,websocket_reconnect,force_stop_relaunch,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-165,pipeline_combination,usb_reconnect,healthy,stale_session_repair,foreground,remote_idle,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-166,pipeline_combination,ready,healthy,stale_session_repair,background_resume,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-167,pipeline_combination,power_cycle_recover,restart_during_request,bridge_term_recover,wifi_reconnect,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-168,pipeline_combination,power_cycle_recover,restart_during_request,stale_session_repair,wifi_reconnect,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-169,pipeline_combination,power_cycle_recover,healthy,websocket_reconnect,force_stop_relaunch,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-170,pipeline_combination,standby_wake,healthy,stale_session_repair,background_resume,remote_idle,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-171,pipeline_combination,power_cycle_recover,term_recover,bridge_term_recover,foreground,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-172,pipeline_combination,usb_reconnect,term_recover,stale_session_repair,wifi_reconnect,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-173,pipeline_combination,ready,restart_during_request,bridge_term_recover,force_stop_relaunch,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-174,pipeline_combination,power_cycle_recover,restart_during_request,websocket_reconnect,foreground,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-175,pipeline_combination,standby_wake,restart_during_request,websocket_reconnect,wifi_reconnect,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-176,pipeline_combination,usb_reconnect,healthy,websocket_reconnect,foreground,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-177,pipeline_combination,usb_reconnect,term_recover,stale_session_repair,background_resume,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-178,pipeline_combination,usb_reconnect,restart_during_request,stable,force_stop_relaunch,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-179,pipeline_combination,standby_wake,term_recover,stale_session_repair,wifi_reconnect,remote_idle,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-180,pipeline_combination,usb_reconnect,term_recover,stable,background_resume,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-181,pipeline_combination,standby_wake,healthy,websocket_reconnect,foreground,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-182,pipeline_combination,ready,term_recover,stable,background_resume,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-183,pipeline_combination,usb_reconnect,healthy,websocket_reconnect,force_stop_relaunch,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-184,pipeline_combination,power_cycle_recover,restart_during_request,stale_session_repair,background_resume,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-185,pipeline_combination,standby_wake,healthy,bridge_term_recover,wifi_reconnect,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-186,pipeline_combination,standby_wake,term_recover,bridge_term_recover,foreground,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-187,pipeline_combination,power_cycle_recover,term_recover,bridge_term_recover,wifi_reconnect,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-188,pipeline_combination,ready,restart_during_request,stale_session_repair,force_stop_relaunch,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-189,pipeline_combination,ready,healthy,stale_session_repair,force_stop_relaunch,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-190,pipeline_combination,usb_reconnect,term_recover,stale_session_repair,foreground,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-191,pipeline_combination,power_cycle_recover,healthy,stable,force_stop_relaunch,remote_idle,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-192,pipeline_combination,power_cycle_recover,restart_during_request,bridge_term_recover,force_stop_relaunch,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
RACE-01,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,request_begin>ddserver_term>detect>ddserver_recover>request_retry,pipeline_converges_once_and_trace_is_complete
RACE-02,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,ddserver_term>request_begin>detect>ddserver_recover>request_retry,pipeline_converges_once_and_trace_is_complete
RACE-03,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,request_begin>bridge_term>action_guard>bridge_recover>response,pipeline_converges_once_and_trace_is_complete
RACE-04,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>guardian_detect>session_health_probe>bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-05,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>session_health_probe>guardian_detect>bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-06,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>guardian_detect+session_health_probe>single_bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-07,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,s10_reconnect>session_recreate>websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-08,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,session_recreate>s10_reconnect>websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-09,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,s10_reconnect+session_recreate>single_websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-10,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,checkpoint_begin>forced_reboot>boot_ready>checkpoint_retry>outbox_ready,pipeline_converges_once_and_trace_is_complete
RACE-11,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,puller_restart,transfer_begin>puller_term>stale_lock_recover>transfer_retry>hash_ack,pipeline_converges_once_and_trace_is_complete
RACE-12,ordered_race,ready,healthy,stable,foreground,remote_idle,rotation_boundary,normal,log_rotation+checkpoint_begin>atomic_ready>hash_verify>ack,pipeline_converges_once_and_trace_is_complete
